measure,case,session,phase,outcome
ORF_ICPM,25,10,1,
ORF_ICPM,25,11,1,6
ORF_ICPM,25,12,1,5
ORF_ICPM,25,13,1,7
ORF_ICPM,25,14,1,8
ORF_ICPM,25,15,1,7
ORF_ICPM,102,1,0,15
ORF_ICPM,102,2,0,12
ORF_ICPM,102,3,0,14
ORF_ICPM,102,4,1,13
ORF_ICPM,102,5,1,13
ORF_ICPM,102,6,1,14
ORF_ICPM,102,7,1,13
ORF_ICPM,102,8,1,11
ORF_ICPM,102,9,1,8
ORF_ICPM,102,10,1,11
ORF_ICPM,102,11,1,13
ORF_ICPM,102,12,1,10
ORF_ICPM,102,13,1,12
ORF_ICPM,102,14,1,16
ORF_ICPM,102,15,1,11
ORF_ICPM,106,1,0,12
ORF_ICPM,106,2,0,12
ORF_ICPM,106,3,0,11
ORF_ICPM,106,4,0,9
ORF_ICPM,106,5,1,9
ORF_ICPM,106,6,1,11
ORF_ICPM,106,7,1,9
ORF_ICPM,106,8,1,8
ORF_ICPM,106,9,1,7
ORF_ICPM,106,10,1,9
ORF_ICPM,106,11,1,10
ORF_ICPM,106,12,1,8
ORF_ICPM,106,13,1,10
ORF_ICPM,106,14,1,12
ORF_ICPM,106,15,1,9
ORF_ICPM,106,16,1,9
ORF_ICPM,106,17,1,15
ORF_ICPM,106,18,1,13
ORF_ICPM,107,1,0,15
ORF_ICPM,107,2,0,16
ORF_ICPM,107,3,0,13
ORF_ICPM,107,4,1,14
ORF_ICPM,107,5,1,9
ORF_ICPM,107,6,1,12
ORF_ICPM,107,7,1,11
ORF_ICPM,107,8,1,12
ORF_ICPM,107,9,1,17
ORF_ICPM,107,10,1,15
ORF_ICPM,107,11,1,16
ORF_ICPM,107,12,1,12
ORF_ICPM,107,13,1,17
ORF_ICPM,108,1,0,24
ORF_ICPM,108,2,0,14
ORF_ICPM,108,3,0,18
ORF_ICPM,108,4,0,21
ORF_ICPM,108,5,0,15
ORF_ICPM,108,6,0,10
ORF_ICPM,108,7,1,10
ORF_ICPM,108,8,1,11
ORF_ICPM,108,9,1,9
ORF_ICPM,108,10,1,8
ORF_ICPM,108,11,1,6
ORF_ICPM,108,12,1,12
ORF_ICPM,108,13,1,21
ORF_ICPM,108,14,1,17
ORF_ICPM,108,15,1,17
ORF_ICPM,108,16,1,31
ORF_ICPM,113,1,0,8
ORF_ICPM,113,2,0,5
ORF_ICPM,113,3,0,11
ORF_ICPM,113,4,1,12
ORF_ICPM,113,5,1,19
ORF_ICPM,113,6,1,5
ORF_ICPM,113,7,1,9
ORF_ICPM,113,8,1,6
ORF_ICPM,113,9,1,6
ORF_ICPM,113,10,1,3
ORF_ICPM,113,11,1,5
ORF_ICPM,113,12,1,30
ORF_ICPM,113,13,1,9
ORF_ICPM,113,14,1,10
ORF_ICPM,113,15,1,10
ORF_ICPM,113,16,1,18
ORF_ICPM,113,17,1,11
ORF_ICPM,113,18,1,9
ORF_ICPM,116,1,0,12
ORF_ICPM,116,2,0,13
ORF_ICPM,116,3,0,12
ORF_ICPM,116,4,0,13
ORF_ICPM,116,5,1,16
ORF_ICPM,116,6,1,18
ORF_ICPM,116,7,1,17
ORF_ICPM,116,8,1,15
ORF_ICPM,116,9,1,17
ORF_ICPM,116,10,1,17
ORF_ICPM,116,11,1,16
ORF_ICPM,116,12,1,12
ORF_ICPM,116,13,1,19
ORF_ICPM,116,14,1,18
ORF_ICPM,117,1,0,6
ORF_ICPM,117,2,0,9
ORF_ICPM,117,3,0,14
ORF_ICPM,117,4,1,9
ORF_ICPM,117,5,1,10
ORF_ICPM,117,6,1,9
ORF_ICPM,117,7,1,7
ORF_ICPM,117,8,1,6
ORF_ICPM,117,9,1,5
ORF_ICPM,117,10,1,6
ORF_ICPM,117,11,1,5
ORF_ICPM,109,1,0,8
ORF_ICPM,109,2,0,8
ORF_ICPM,109,3,0,9
ORF_ICPM,109,4,1,10
ORF_ICPM,109,5,1,6
ORF_ICPM,109,6,1,5
ORF_ICPM,109,7,1,8
ORF_ICPM,109,8,1,9
ORF_ICPM,109,9,1,5
ORF_ICPM,109,10,1,3
ORF_ICPM,109,11,1,5
ORF_ICPM,109,12,1,3
ORF_ICPM,109,13,1,4
ORF_ICPM,109,14,1,3
ORF_ICPM,109,15,1,5
ORF_ICPM,109,16,1,7
ORF_ICPM,109,17,1,7
ORF_ICPM,110,1,0,5
ORF_ICPM,110,2,0,21
ORF_ICPM,110,3,0,11
ORF_ICPM,110,4,1,13
ORF_ICPM,110,5,1,16
ORF_ICPM,110,6,1,7
ORF_ICPM,110,7,1,11
ORF_ICPM,110,8,1,10
ORF_ICPM,110,9,1,5
ORF_ICPM,110,10,1,9
ORF_ICPM,110,11,1,10
ORF_ICPM,110,12,1,5
ORF_ICPM,27,1,0,14
ORF_ICPM,27,2,0,11
ORF_ICPM,27,3,0,12
ORF_ICPM,27,4,1,13
ORF_ICPM,27,5,1,13
ORF_ICPM,27,6,1,8
ORF_ICPM,27,7,1,8
ORF_ICPM,27,8,1,10
ORF_ICPM,27,9,1,
ORF_ICPM,27,10,1,13
ORF_ICPM,27,11,1,8
ORF_ICPM,27,12,1,11
ORF_ICPM,27,13,1,9
ORF_ICPM,27,14,1,
ORF_ICPM,15,1,0,14
ORF_ICPM,15,2,0,10
ORF_ICPM,15,3,0,14
ORF_ICPM,15,4,1,12
ORF_ICPM,15,5,1,12
ORF_ICPM,15,6,1,11
ORF_ICPM,15,7,1,18
ORF_ICPM,15,8,1,13
ORF_ICPM,15,9,1,13
ORF_ICPM,15,10,1,13
ORF_ICPM,15,11,1,8
ORF_ICPM,15,12,1,11
ORF_ICPM,15,13,1,12
ORF_ICPM,121,1,0,14
ORF_ICPM,121,2,0,15
ORF_ICPM,121,3,0,17
ORF_ICPM,121,4,1,13
ORF_ICPM,121,5,1,17
ORF_ICPM,121,6,1,12
ORF_ICPM,121,7,1,15
ORF_ICPM,121,8,1,13
ORF_ICPM,121,9,1,12
ORF_ICPM,13,1,0,14
ORF_ICPM,13,2,0,15
ORF_ICPM,13,3,0,14
ORF_ICPM,13,4,1,13
ORF_ICPM,13,5,1,13
ORF_ICPM,13,6,1,14
ORF_ICPM,13,7,1,15
ORF_ICPM,13,8,1,13
ORF_ICPM,13,9,1,13
ORF_ICPM,13,10,1,13
ORF_ICPM,13,11,1,7
ORF_ICPM,13,12,1,16
ORF_ICPM,13,13,1,9
ORF_ICPM,13,14,1,13
ORF_ICPM,13,15,1,9
ORF_ICPM,13,16,1,8
ORF_ICPM,13,17,1,10
ORF_ICPM,22,1,0,9
ORF_ICPM,22,2,0,10
ORF_ICPM,22,3,0,12
ORF_ICPM,22,4,0,8
ORF_ICPM,22,5,1,10
ORF_ICPM,22,6,1,8
ORF_ICPM,22,7,1,6
ORF_ICPM,22,8,1,7
ORF_ICPM,22,9,1,5
ORF_ICPM,22,10,1,9
ORF_ICPM,22,11,1,7
ORF_ICPM,22,12,1,8
